child_id;parent_id;y_label
МЕДИЦИНА;ФУНКЦИОНАЛЬНАЯ НЕДОСТАТОЧНОСТЬ ОРГАНА;0
ФИЗИОЛОГИЧЕСКАЯ НАУКА;ФУНКЦИОНАЛЬНАЯ НЕДОСТАТОЧНОСТЬ ОРГАНА;0
ВОЕННЫЕ ДЕЙСТВИЯ;ЗАВОЕВАТЬ В ХОДЕ ВОЙНЫ;0
ВООРУЖЕННЫЙ КОНФЛИКТ;ЗАВОЕВАТЬ В ХОДЕ ВОЙНЫ;0
АНТРОПОЛОГИЯ;ТАМИЛЫ;0
ПРОМЫШЛЕННОСТЬ;ВАРКА (ТЕХНОЛОГИЧЕСКИЙ ПРОЦЕСС);0
АНТРОПОЛОГИЯ;ЛИВАНЦЫ;0
ОТДЫХ;ОПЕРНЫЙ СПЕКТАКЛЬ;0
ИСКУССТВО;ОПЕРНЫЙ СПЕКТАКЛЬ;0
МУЗЫКАЛЬНОЕ ИСКУССТВО;ОПЕРНЫЙ СПЕКТАКЛЬ;0
ТЕАТРАЛЬНОЕ ИСКУССТВО;ОПЕРНЫЙ СПЕКТАКЛЬ;0
ФИЛОЛОГИЯ;ОПЕРНЫЙ СПЕКТАКЛЬ;0
ЛИТЕРАТУРА;ОПЕРНЫЙ СПЕКТАКЛЬ;0
КОМИ-РЕСПУБЛИКА;АДЗЬВА;0
МЕДИЦИНА;ФЛЮОРОГРАФИЧЕСКОЕ ОБСЛЕДОВАНИЕ;0
ФОТОИСКУССТВО;ФЛЮОРОГРАФИЧЕСКОЕ ОБСЛЕДОВАНИЕ;0
РАДИАЦИОННАЯ МЕДИЦИНА;ФЛЮОРОГРАФИЧЕСКОЕ ОБСЛЕДОВАНИЕ;0
СПОРТ;ДЗЮДО;0
СПОРТИВНАЯ БОРЬБА;ДЗЮДО;0
МОДА;ВАЛЕНКИ;0
ОБУВЬ;ВАЛЕНКИ;0
РЕЛИГИЯ;ПРАВОСЛАВНЫЙ МОНАХ;0
ХРИСТИАНСТВО;ПРАВОСЛАВНЫЙ МОНАХ;0
ПРАВОСЛАВИЕ;ПРАВОСЛАВНЫЙ МОНАХ;0
КРАСКА, КРАСЯЩИЙ СОСТАВ;КРАСИТЕЛЬ, КРАСЯЩИЙ АГЕНТ;0
ПРИДНЕСТРОВЬЕ;ТИРАСПОЛЬ;0
ЧАСОВЩИК;ЧАСОВАЯ ПРОМЫШЛЕННОСТЬ;0
ПРОМЫШЛЕННОСТЬ;ЧАСОВАЯ ПРОМЫШЛЕННОСТЬ;0
ИНЖЕНЕРНОЕ ДЕЛО;ИНЖЕНЕРНОЕ ДЕЛО;0
МЕДИЦИНА;ГИПЕРТОНИЧЕСКАЯ БОЛЕЗНЬ;0
ФИЗИОЛОГИЧЕСКАЯ НАУКА;ГИПЕРТОНИЧЕСКАЯ БОЛЕЗНЬ;0
МЕДИЦИНА;МЕДИЦИНСКОЕ УЧЕБНОЕ ЗАВЕДЕНИЕ;0
СФЕРА ОБРАЗОВАНИЯ;МЕДИЦИНСКОЕ УЧЕБНОЕ ЗАВЕДЕНИЕ;0
ИЗДАТЕЛЬСКО-ПОЛИГРАФИЧЕСКАЯ ДЕЯТЕЛЬНОСТЬ;НАБОРНАЯ КАССА;0
ВООРУЖЕННЫЙ КОНФЛИКТ;ВЕТЕРАН ВЕЛИКОЙ ОТЕЧЕСТВЕННОЙ ВОЙНЫ;0
СОЦИАЛЬНАЯ ЗАЩИТА;ВЕТЕРАН ВЕЛИКОЙ ОТЕЧЕСТВЕННОЙ ВОЙНЫ;0
ИСКУССТВО;РАПСОДИЯ;0
МУЗЫКАЛЬНОЕ ИСКУССТВО;РАПСОДИЯ;0
НАУКА;АРАБИСТИКА;0
ФИЛОЛОГИЯ;АРАБИСТИКА;0
ПРОВОЛОЧНОЕ ЗАГРАЖДЕНИЕ;КОЛЮЧАЯ ПРОВОЛОКА;0
СЦЕНА (ПЛОЩАДКА);АВАНСЦЕНА;0
РАМПА СЦЕНЫ;АВАНСЦЕНА;0
ОТДЫХ;АВАНСЦЕНА;0
ОТДЫХ;ПЕШИЙ ПОХОД;0
ТУРИЗМ;ПЕШИЙ ПОХОД;0
ТРАНСПОРТНАЯ СФЕРА;САННАЯ ПОВОЗКА;0
КУРСК;КУРСКАЯ ОБЛАСТЬ;0
ГОРОД КУРСКОЙ ОБЛАСТИ;КУРСКАЯ ОБЛАСТЬ;0
ЦЕНТРАЛЬНО-ЧЕРНОЗЕМНЫЙ ЭКОНОМИЧЕСКИЙ РАЙОН РФ;КУРСКАЯ ОБЛАСТЬ;0
ЦЕНТРАЛЬНЫЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;КУРСКАЯ ОБЛАСТЬ;0
МЕДИЦИНА;ОНКОЛОГИЯ;0
ПРАВОВАЯ СИСТЕМА;ФИНАНСОВОЕ НАРУШЕНИЕ;0
КУЛИНАРНОЕ ИСКУССТВО;ТОЛСТАЯ КИШКА;0
ЗООЛОГИЯ;ТОЛСТАЯ КИШКА;0
ФИЗИОЛОГИЧЕСКАЯ НАУКА;ТОЛСТАЯ КИШКА;0
АНАТОМИЯ (НАУКА);ТОЛСТАЯ КИШКА;0
АВТОМОБИЛЬНЫЙ ТРАНСПОРТ;АВТОМОБИЛЬ ГАЗ;0
ПРОМЫШЛЕННОСТЬ;БИОТЕХНОЛОГИЯ;0
БИОХИМИЯ;БИОТЕХНОЛОГИЯ;0
МИКРОБИОЛОГИЯ;БИОТЕХНОЛОГИЯ;0
ВОДОЕМ;ГЛАДЬ ВОДЫ;0
РЕЛИГИЯ;БОГОРОДИЦА;0
ХРИСТИАНСТВО;БОГОРОДИЦА;0
СЕМЬЯ;БОГОРОДИЦА;0
ЭКОНОМИКА;ГОРОДСКАЯ СОБСТВЕННОСТЬ;0
ПОЛОВАЯ ЖИЗНЬ;ЯИЧНИК;0
ЗООЛОГИЯ;ЯИЧНИК;0
АНАТОМИЯ (НАУКА);ЯИЧНИК;0
КАШКАРДАРЬИНСКАЯ ОБЛ. УЗБЕКИСТАНА;КАРШИ;0
РЕЛИГИЯ;СЛУЖИТЕЛЬ КУЛЬТА;0
НЕЭФФЕКТИВНЫЙ;ЭФФЕКТИВНЫЙ;0
ЧУВСТВО, ЭМОЦИЯ;ЭФФЕКТИВНЫЙ;0
НОВГОРОДЦЫ;НОВГОРОД;0
НОВГОРОДСКАЯ ОБЛАСТЬ;НОВГОРОД;0
СУДОХОДСТВО;СЕВЕРНЫЙ ФЛОТ;0
ИСКУССТВО;ЭЛЕКТРОМУЗЫКАЛЬНЫЙ ИНСТРУМЕНТ;0
МУЗЫКАЛЬНОЕ ИСКУССТВО;ЭЛЕКТРОМУЗЫКАЛЬНЫЙ ИНСТРУМЕНТ;0
ВООРУЖЕННЫЙ КОНФЛИКТ;ОККУПАНТ;0
ПРЕСТУПЛЕНИЕ;ТЮРЬМА (МЕСТО ОТБЫВАНИЯ НАКАЗАНИЯ);0
ПРАВООХРАНИТЕЛЬНАЯ ДЕЯТЕЛЬНОСТЬ;ТЮРЬМА (МЕСТО ОТБЫВАНИЯ НАКАЗАНИЯ);0
УГОЛОВНОЕ НАКАЗАНИЕ;ТЮРЬМА (МЕСТО ОТБЫВАНИЯ НАКАЗАНИЯ);0
СЕРГИЕВ ПОСАД /ЗАГОРСК/;СЕРГИЕВО-ПОСАДСКИЙ РАЙОН;0
БИОЛОГИЯ;ХУРМА (РАСТЕНИЕ);0
СЕЛЬСКОЕ ХОЗЯЙСТВО;ХУРМА (РАСТЕНИЕ);0
БОТАНИКА;ХУРМА (РАСТЕНИЕ);0
РАСТЕНИЕВОДСТВО;ХУРМА (РАСТЕНИЕ);0
ХИМИЧЕСКИЕ НАУКИ;КОРРОЗИЯ;0
МЕДИЦИНА;КАПЕЛЬНИЦА;0
ПРОМЫШЛЕННОСТЬ;КАПЕЛЬНИЦА;0
ЭКОНОМИКА;КАПЕЛЬНИЦА;0
ЭКОНОМИКА;ПОЛТИННИК (МОНЕТА В 50 КОПЕЕК);0
ФИЛОЛОГИЯ;ПОЛТИННИК (МОНЕТА В 50 КОПЕЕК);0
ДЕНЕЖНАЯ НАЛИЧНОСТЬ;ПОЛТИННИК (МОНЕТА В 50 КОПЕЕК);0
ФИНАНСОВАЯ СФЕРА;ПОЛТИННИК (МОНЕТА В 50 КОПЕЕК);0
МУЗЫКАЛЬНОЕ ИСКУССТВО;ГОРЛОВОЕ ПЕНИЕ;0
БИОЛОГИЯ;САНДАЛ (ДЕРЕВО);0
БОТАНИКА;САНДАЛ (ДЕРЕВО);0
СЕМИПАЛАТИНСКАЯ ОБЛ. КАЗАХСТАНА;ЧАР;0
МОДА;ТУЛУП;0
ОДЕЖДА;ТУЛУП;0
ПОЛИТИЧЕСКАЯ ДЕЯТЕЛЬНОСТЬ;ПАРЛАМЕНТСКИЕ СЛУШАНИЯ;0
ГОСУДАРСТВЕННАЯ УПРАВЛЕНЧЕСКАЯ ДЕЯТЕЛЬНОСТЬ;ПАРЛАМЕНТСКИЕ СЛУШАНИЯ;0
ЗАПАДНАЯ АФРИКА;КОТ-ДИВУАР;0
ЗАКУПКА ТОВАРОВ;ОПТОВАЯ ТОРГОВЛЯ;0
ЭКОНОМИКА;ОПТОВАЯ ТОРГОВЛЯ;0
ТОРГОВЛЯ;ОПТОВАЯ ТОРГОВЛЯ;0
АНТРОПОЛОГИЯ;ВАЙНАХИ;0
ПРОМЫШЛЕННОСТЬ;ПРОМЫШЛЕННОЕ СТРОИТЕЛЬСТВО;0
СТРОИТЕЛЬСТВО (ОТРАСЛЬ);ПРОМЫШЛЕННОЕ СТРОИТЕЛЬСТВО;0
ЮВЕЛИРНОЕ ИСКУССТВО;ЮВЕЛИРНОЕ ИЗДЕЛИЕ;0
МАСЛЯНАЯ ЖИВОПИСЬ;МАСЛЯНАЯ КРАСКА;0
ЖИВОПИСЬ (ИСКУССТВО);МАСЛЯНАЯ КРАСКА;0
ВЕТЕРИНАРНАЯ ДЕЯТЕЛЬНОСТЬ;ЯЩУР;0
ЗООЛОГИЯ;ЯЩУР;0
ФИЗИОЛОГИЧЕСКАЯ НАУКА;ЯЩУР;0
ВРЕМЯ, ПРОДОЛЖИТЕЛЬНОСТЬ;ЗАТЯНУТЬ ПО ВРЕМЕНИ;0
ОБОРОНА ГОСУДАРСТВА;ГВАРДИЯ;0
ВОЕННАЯ СЛУЖБА;ГВАРДИЯ;0
ШАХТНЫЙ СТВОЛ;ШАХТНАЯ КЛЕТЬ;0
ТРАНСПОРТНАЯ СФЕРА;ШАХТНАЯ КЛЕТЬ;0
СРЕДСТВА МАССОВОЙ ИНФОРМАЦИИ;СОБСТВЕННЫЙ КОРРЕСПОНДЕНТ;0
ЛЕСНОЕ ХОЗЯЙСТВО;ВЫРУБКА, МЕСТО ВЫРУБКИ;0
ФИЛОЛОГИЯ;ТОЛКОВЫЙ СЛОВАРЬ;0
ЛИТЕРАТУРА;ТОЛКОВЫЙ СЛОВАРЬ;0
ПРОМЫШЛЕННОСТЬ;ДЕРЕВНЯ;0
СЕЛЬСКОЕ ХОЗЯЙСТВО;ДЕРЕВНЯ;0
ИГРА (РАЗВЛЕЧЕНИЕ);ДЕТСКИЙ КОНСТРУКТОР;0
ЛИВЕРПУЛЬ;ЛИВЕРПУЛЬЦЫ;0
БИОЛОГИЯ;ЖАВОРОНОК;0
ЗООЛОГИЯ;ЖАВОРОНОК;0
ПРЕДПРИНИМАТЕЛЬСТВО;КОНКУРЕНЦИЯ;0
ЭКОНОМИКА;КОНКУРЕНЦИЯ;0
ПРЕДПРИНИМАТЕЛЬСТВО;КОНКУРЕНЦИЯ;0
ЭНЕРГЕТИЧЕСКИЙ ОБЪЕКТ;ЭНЕРГЕТИЧЕСКОЕ ОБОРУДОВАНИЕ;0
ПРОМЫШЛЕННОСТЬ;ЭНЕРГЕТИЧЕСКОЕ ОБОРУДОВАНИЕ;0
ЭНЕРГЕТИКА (СФЕРА ДЕЯТЕЛЬНОСТИ);ЭНЕРГЕТИЧЕСКОЕ ОБОРУДОВАНИЕ;0
КОРЕНЬ ВАЛЕРИАНЫ;ВАЛЕРИАНА;0
БИОЛОГИЯ;ВАЛЕРИАНА;0
БОТАНИКА;ВАЛЕРИАНА;0
ДОМЕННАЯ ПЕЧЬ;ДОМЕННЫЙ ЦЕХ;0
ПРОМЫШЛЕННОСТЬ;ДОМЕННЫЙ ЦЕХ;0
УЖИВЧИВЫЙ;ТРУДНЫЙ ПО ХАРАКТЕРУ;0
ПСИХОЛОГИЧЕСКИЕ НАУКИ;ТРУДНЫЙ ПО ХАРАКТЕРУ;0
ЧЕРТА ХАРАКТЕРА;ТРУДНЫЙ ПО ХАРАКТЕРУ;0
ПРАВОВАЯ СИСТЕМА;ОТПУСКНИК;0
ТРУДОВЫЕ ОТНОШЕНИЯ;ОТПУСКНИК;0
БРЮШНАЯ ПОЛОСТЬ;ПЕЧЕНЬ (ОРГАН);0
КУЛИНАРНОЕ ИСКУССТВО;ПЕЧЕНЬ (ОРГАН);0
ЗООЛОГИЯ;ПЕЧЕНЬ (ОРГАН);0
ФИЗИОЛОГИЧЕСКАЯ НАУКА;ПЕЧЕНЬ (ОРГАН);0
АНАТОМИЯ (НАУКА);ПЕЧЕНЬ (ОРГАН);0
ПОСПЕШНЫЙ;НЕТОРОПЛИВЫЙ, НЕСПЕШНЫЙ;0
МЕДИЦИНА;МЕДИЦИНСКОЕ ЗАКЛЮЧЕНИЕ;0
ЧУВСТВО, ЭМОЦИЯ;САМОБИЧЕВАНИЕ;0
НАМАНГАН;НАМАНГАНСКАЯ ОБЛ. УЗБЕКИСТАНА;0
НАУКА;ОРДИНАТОР;0
МЕДИЦИНА;ОРДИНАТОР;0
ПРОМЫШЛЕННОСТЬ;КОМПАНИЯ;0
ЭКОНОМИКА;КОМПАНИЯ;0
ОТДЫХ;КАРУСЕЛЬ (АТТРАКЦИОН);0
АВТОМОБИЛЬНАЯ ДОРОГА;БОРДЮР ДОРОГИ;0
АВТОМОБИЛЬНЫЙ ТРАНСПОРТ;БОРДЮР ДОРОГИ;0
ДОРОЖНОЕ ДВИЖЕНИЕ;БОРДЮР ДОРОГИ;0
АВТОМОБИЛЬНЫЙ ТРАНСПОРТ;АВТОМОБИЛЬ МАЗДА;0
КУЛИНАРНОЕ ИСКУССТВО;ЛОЖКА;0
ОДЕЖДА;ВОРОТ ОДЕЖДЫ;0
МОДА;ВОРОТ ОДЕЖДЫ;0
ОДЕЖДА;ВОРОТ ОДЕЖДЫ;0
ДЕЛОПРОИЗВОДСТВО;РУЧКА ДЛЯ ПИСЬМА;0
ИЗДАТЕЛЬСКО-ПОЛИГРАФИЧЕСКАЯ ДЕЯТЕЛЬНОСТЬ;ПЕЧАТНЫЙ МАКЕТ;0
ПРАВОВАЯ СИСТЕМА;НЕЗАКОННОЕ КОПИРОВАНИЕ;0
ПРЕСТУПЛЕНИЕ;НЕЗАКОННОЕ КОПИРОВАНИЕ;0
МЕДИЦИНА;ОБЩЕСТВО КРАСНОГО КРЕСТА;0
МЕДИЦИНА;ЭНДОСКОПИЧЕСКАЯ АППАРАТУРА;0
ПРОМЫШЛЕННОСТЬ;ЭНДОСКОПИЧЕСКАЯ АППАРАТУРА;0
ЭКОНОМИКА;ЭНДОСКОПИЧЕСКАЯ АППАРАТУРА;0
ПРАВОВАЯ СИСТЕМА;ЭКОЛОГИЧЕСКОЕ ПРАВОНАРУШЕНИЕ;0
ВНЕШНИЙ ДОЛГ;ВНЕШНЕЭКОНОМИЧЕСКИЕ ОТНОШЕНИЯ;0
ЭКОНОМИКА;ВНЕШНЕЭКОНОМИЧЕСКИЕ ОТНОШЕНИЯ;0
ДИПЛОМАТИЧЕСКИЕ ОТНОШЕНИЯ;ВНЕШНЕЭКОНОМИЧЕСКИЕ ОТНОШЕНИЯ;0
БИОЛОГИЯ;ПШЕНИЦА;0
БОТАНИКА;ПШЕНИЦА;0
ЭКОНОМИКА;ИГРОВАЯ СТАВКА;0
ФИЛОЛОГИЯ;ИГРОВАЯ СТАВКА;0
ДЕНЕЖНАЯ НАЛИЧНОСТЬ;ИГРОВАЯ СТАВКА;0
АЗАРТНЫЕ ИГРЫ;ИГРОВАЯ СТАВКА;0
ФИНАНСОВАЯ СФЕРА;ИГРОВАЯ СТАВКА;0
ОБОРОНА ГОСУДАРСТВА;МОРСКАЯ ПЕХОТА;0
ВОЕННАЯ СЛУЖБА;МОРСКАЯ ПЕХОТА;0
ЧУВСТВО, ЭМОЦИЯ;БЛАГОГОВЕТЬ;0
ЭКОНОМИКА;ТЕПЛОВАЯ ПУШКА;0
КОММУНАЛЬНОЕ ХОЗЯЙСТВО;ТЕПЛОВАЯ ПУШКА;0
ВЕНЕЦИЯ;ВЕНЕЦИАНЦЫ;0
ЭКОНОМИКА;ПРОИГРЫШ, ПРОИГРАННАЯ СУММА;0
ФИЛОЛОГИЯ;ПРОИГРЫШ, ПРОИГРАННАЯ СУММА;0
ДЕНЕЖНАЯ НАЛИЧНОСТЬ;ПРОИГРЫШ, ПРОИГРАННАЯ СУММА;0
ФИНАНСОВАЯ СФЕРА;ПРОИГРЫШ, ПРОИГРАННАЯ СУММА;0
ЭНЕРГЕТИКА (СФЕРА ДЕЯТЕЛЬНОСТИ);ЗАПРУДА;0
АНТРОПОЛОГИЯ;КУМЫКИ;0
ПРАВОВАЯ СИСТЕМА;СТОРОНА ЗАЩИТЫ;0
СУДОУСТРОЙСТВО;СТОРОНА ЗАЩИТЫ;0
ПРОМЫШЛЕННОСТЬ;ПРОМЫШЛЕННО-ТРАНСПОРТНОЕ СТРОИТЕЛЬСТВО;0
ЭКОНОМИКА;ПРОМЫШЛЕННО-ТРАНСПОРТНОЕ СТРОИТЕЛЬСТВО;0
СТРОИТЕЛЬСТВО (ОТРАСЛЬ);ПРОМЫШЛЕННО-ТРАНСПОРТНОЕ СТРОИТЕЛЬСТВО;0
ПРЕСТУПЛЕНИЕ;ГУЛАГ;0
ПРАВООХРАНИТЕЛЬНАЯ ДЕЯТЕЛЬНОСТЬ;ГУЛАГ;0
УГОЛОВНОЕ НАКАЗАНИЕ;ГУЛАГ;0
ЗДАНИЕ;ЛЕПНИНА, ЛЕПНОЕ УКРАШЕНИЕ;0
АСТРОНОМИЯ;ПЛАНЕТА НЕПТУН;0
ОКЕАНОЛОГИЯ;МОРЯК-БАЛТИЕЦ;0
ФОТОИСКУССТВО;ПОЗИТИВ (ФОТОГРАФИЧЕСКОЕ ИЗОБРАЖЕНИЕ);0
ВЫБОРЫ;САМОВЫДВИЖЕНЕЦ;0
ЗДАНИЕ;КОРОБКА ЗДАНИЯ;0
ПРАВОВАЯ СИСТЕМА;МЯГКАЯ ПОРНОГРАФИЯ;0
ЭКОНОМИКА;МЯГКАЯ ПОРНОГРАФИЯ;0
ПОЛОВАЯ ЖИЗНЬ;МЯГКАЯ ПОРНОГРАФИЯ;0
ПРЕСТУПЛЕНИЕ;МЯГКАЯ ПОРНОГРАФИЯ;0
ИЗОБРАЗИТЕЛЬНОЕ ИСКУССТВО;КЛЕТКА (УЗОР);0
ПРАВОВАЯ СИСТЕМА;ЗАСЕДАТЕЛЬ;0
ГОСУДАРСТВЕННАЯ УПРАВЛЕНЧЕСКАЯ ДЕЯТЕЛЬНОСТЬ;ЗАСЕДАТЕЛЬ;0
ВЫБОРЫ;ЗАСЕДАТЕЛЬ;0
СУДОУСТРОЙСТВО;ЗАСЕДАТЕЛЬ;0
ФИЛОЛОГИЯ;ДУБЛИКАТ ДОКУМЕНТА;0
ДЕЛОПРОИЗВОДСТВО;ДУБЛИКАТ ДОКУМЕНТА;0
СПОРТ;ХОККЕИСТ;0
ХОККЕЙ НА ЛЬДУ;ХОККЕИСТ;0
СПОРТИВНАЯ ИГРА;ХОККЕИСТ;0
ХЕРСОНСКАЯ ОБЛ. УКРАИНЫ;ХЕРСОН;0
МЕДИЦИНА;ДРАЖЕ (ЛЕКАРСТВЕННАЯ ФОРМА);0
ФАРМАКОЛОГИЯ;ДРАЖЕ (ЛЕКАРСТВЕННАЯ ФОРМА);0
ПСИХОЛОГИЧЕСКИЕ НАУКИ;РАСПУЩЕННЫЙ (НЕДИСЦИПЛИНИРОВАННЫЙ, СВОЕВОЛЬНЫЙ);0
ЧЕРТА ХАРАКТЕРА;РАСПУЩЕННЫЙ (НЕДИСЦИПЛИНИРОВАННЫЙ, СВОЕВОЛЬНЫЙ);0
ВРЕМЯ, ПРОДОЛЖИТЕЛЬНОСТЬ;ЗАПУЩЕННЫЙ (ЗАСТАРЕЛЫЙ);0
ЧЕЛЯБИНСКАЯ ОБЛАСТЬ;ЗЛАТОУСТ;0
БИОЛОГИЯ;ХНА (КУСТАРНИКОВОЕ РАСТЕНИЕ);0
БОТАНИКА;ХНА (КУСТАРНИКОВОЕ РАСТЕНИЕ);0
АНТРОПОЛОГИЯ;ЧУКЧИ;0
ЦВЕТ, ОКРАСКА;ПОТЕК (СЛЕД);0
ЦЕНТРАЛЬНАЯ АФРИКА;ЧАД;0
БЕРЛИНЦЫ;БЕРЛИН;0
ДИПЛОМАТИЧЕСКИЕ ОТНОШЕНИЯ;ЗАРУБЕЖНОЕ ПРЕДСТАВИТЕЛЬСТВО;0
ЦЕНТР ВНЕШКОЛЬНОЙ РАБОТЫ;СТАНЦИЯ ЮНЫХ НАТУРАЛИСТОВ;0
БИОЛОГИЯ;СТАНЦИЯ ЮНЫХ НАТУРАЛИСТОВ;0
СФЕРА ОБРАЗОВАНИЯ;СТАНЦИЯ ЮНЫХ НАТУРАЛИСТОВ;0
МЕДИЦИНА;ГЕЛЬМИНТОЗ;0
ФИЗИОЛОГИЧЕСКАЯ НАУКА;ГЕЛЬМИНТОЗ;0
МЕДИЦИНА;ЭЛЕКТРОКАРДИОГРАФИЧЕСКОЕ ИССЛЕДОВАНИЕ;0
КАРДИОЛОГИЯ;ЭЛЕКТРОКАРДИОГРАФИЧЕСКОЕ ИССЛЕДОВАНИЕ;0
БИОЛОГИЯ;МУХА;0
ЗООЛОГИЯ;МУХА;0
ОДЕЖДА;БЕРЕТ (ГОЛОВНОЙ УБОР);0
МОДА;БЕРЕТ (ГОЛОВНОЙ УБОР);0
ЭЛЕКТРОТЕХНИКА (СФЕРА ДЕЯТЕЛЬНОСТИ);СЕТЕВОЙ ФИЛЬТР (УДЛИНИТЕЛЬ);0
ЭНЕРГЕТИКА (СФЕРА ДЕЯТЕЛЬНОСТИ);СЕТЕВОЙ ФИЛЬТР (УДЛИНИТЕЛЬ);0
ЭЛЕКТРИЧЕСТВО (ФИЗИЧЕСКОЕ ЯВЛЕНИЕ);СЕТЕВОЙ ФИЛЬТР (УДЛИНИТЕЛЬ);0
ПРОМЫШЛЕННОСТЬ;ЭНЕРГЕТИЧЕСКИЙ НАПИТОК;0
ЭКОНОМИКА;ЭНЕРГЕТИЧЕСКИЙ НАПИТОК;0
ПРОРЕЗЬ (ОТВЕРСТИЕ);ПРОРЕЗАТЬ ОТВЕРСТИЕ;0
АНТРОПОЛОГИЯ;УРАЛЬСКО-ЮКАГИРСКИЕ НАРОДЫ;0
СЕЛЬСКОЕ ХОЗЯЙСТВО;УБОРОЧНЫЕ РАБОТЫ;0
БОТАНИКА;УБОРОЧНЫЕ РАБОТЫ;0
РАСТЕНИЕВОДСТВО;УБОРОЧНЫЕ РАБОТЫ;0
ТЕХАС;ДАЛЛАС;0
ПРАВОВАЯ СИСТЕМА;ПРЕСТУПЛЕНИЕ ПРОТИВ ИНТЕРЕСОВ СЛУЖБЫ;0
ПРЕСТУПЛЕНИЕ;ПРЕСТУПЛЕНИЕ ПРОТИВ ИНТЕРЕСОВ СЛУЖБЫ;0
ЮЖНАЯ АМЕРИКА;БРАЗИЛИЯ;0
ТРАНСПОРТНАЯ РАЗВЯЗКА;ПУТЕПРОВОД;0
АВТОМОБИЛЬНЫЙ ТРАНСПОРТ;ПУТЕПРОВОД;0
ДОРОЖНОЕ ДВИЖЕНИЕ;ПУТЕПРОВОД;0
ПРИГОТОВЛЕНИЕ ПИЩИ;ЗАПРАВИТЬ ПИЩУ;0
КУЛИНАРНОЕ ИСКУССТВО;ЗАПРАВИТЬ ПИЩУ;0
ХАБАРОВЧАНЕ;ХАБАРОВСК;0
БЛЕДНЫЙ ПО ОКРАСКЕ;ЯРКИЙ ПО ЦВЕТУ;0
ЦВЕТ, ОКРАСКА;ЯРКИЙ ПО ЦВЕТУ;0
СПОРТ;СПОРТИВНАЯ БОРЬБА;0
СПОРТИВНАЯ БОРЬБА;СПОРТИВНАЯ БОРЬБА;0
ЭКОНОМИКА;ЛЬГОТНОЕ НАЛОГООБЛОЖЕНИЕ;0
НАЛОГОВАЯ СИСТЕМА;ЛЬГОТНОЕ НАЛОГООБЛОЖЕНИЕ;0
ФИНАНСОВАЯ СФЕРА;ЛЬГОТНОЕ НАЛОГООБЛОЖЕНИЕ;0
ЧУВСТВО, ЭМОЦИЯ;УЖАСНУТЬСЯ (ИСПУГАТЬСЯ);0
ТИХИЙ ОКЕАН;АЛЕУТСКИЕ ОСТРОВА;0
ОКЕАНОЛОГИЯ;АЛЕУТСКИЕ ОСТРОВА;0
ПОЛИТИЧЕСКАЯ ДЕЯТЕЛЬНОСТЬ;ПРОТЕКТОРАТ (ФОРМА ЗАВИСИМОСТИ ГОСУДАРСТВА);0
